"""ORIGIN"",""-425"",""36"",""-2035"",""0"",""-90"",""0"""
"""NODE"",""-453.231269"",""2.646527"",""-1994.071647"",""0.546238"",""0.798736"",""-0.252277"""
"""NODE"",""-453.33613"",""2.575714"",""-1994.555347"",""0.543873"",""0.809915"",""-0.219634"""
"""NODE"",""-453.42844"",""2.515451"",""-1995.043018"",""0.540157"",""0.82049"",""-0.187152"""
"""NODE"",""-453.508398"",""2.465872"",""-1995.534062"",""0.535191"",""0.83045"",""-0.154671"""
"""NODE"",""-453.576118"",""2.427214"",""-1996.02792"",""0.529061"",""0.839769"",""-0.121992"""
"""NODE"",""-453.631669"",""2.399755"",""-1996.524044"",""0.521797"",""0.848402"",""-0.089116"""
"""NODE"",""-453.67516"",""2.383734"",""-1997.021869"",""0.513385"",""0.85631"",""-0.056289"""
"""NODE"",""-453.706841"",""2.379259"",""-1997.520821"",""0.503824"",""0.863477"",""-0.023874"""
"""NODE"",""-453.72709"",""2.386359"",""-1998.020337"",""0.493159"",""0.869902"",""0.008064"""
"""NODE"",""-453.736226"",""2.405185"",""-1998.519876"",""0.481504"",""0.875537"",""0.039862"""
"""NODE"",""-453.734514"",""2.435922"",""-1999.018908"",""0.468899"",""0.880351"",""0.071525"""
"""NODE"",""-453.722227"",""2.478743"",""-1999.516899"",""0.455384"",""0.884321"",""0.102962"""
"""NODE"",""-453.699671"",""2.533748"",""-2000.013329"",""0.440984"",""0.887475"",""0.133869"""
"""NODE"",""-453.667277"",""2.600995"",""-2000.507704"",""0.425802"",""0.88971"",""0.164649"""
"""NODE"",""-453.625355"",""2.680701"",""-2000.999505"",""0.409854"",""0.891044"",""0.19509"""
"""NODE"",""-453.574345"",""2.772858"",""-2001.488264"",""0.393213"",""0.891608"",""0.224543"""
"""NODE"",""-453.514848"",""2.877162"",""-2001.973613"",""0.375972"",""0.891535"",""0.252606"""
"""NODE"",""-453.447503"",""2.99323"",""-2002.455252"",""0.35823"",""0.890875"",""0.279309"""
"""NODE"",""-453.37288"",""3.120754"",""-2002.932905"",""0.340074"",""0.88956"",""0.305014"""
"""NODE"",""-453.291366"",""3.259396"",""-2003.406316"",""0.32162"",""0.887962"",""0.328761"""
"""NODE"",""-453.203644"",""3.408085"",""-2003.875555"",""0.303085"",""0.886549"",""0.349528"""
"""NODE"",""-453.110497"",""3.5657"",""-2004.34082"",""0.284562"",""0.885321"",""0.367739"""
"""NODE"",""-453.012564"",""3.731361"",""-2004.802294"",""0.266125"",""0.884244"",""0.383783"""
"""NODE"",""-452.910417"",""3.904259"",""-2005.260187"",""0.247873"",""0.883405"",""0.397687"""
"""NODE"",""-452.804669"",""4.083518"",""-2005.714807"",""0.229956"",""0.883057"",""0.409061"""
"""NODE"",""-452.696062"",""4.268141"",""-2006.166598"",""0.212501"",""0.883101"",""0.418302"""
"""NODE"",""-452.585055"",""4.457226"",""-2006.615956"",""0.195582"",""0.883659"",""0.425317"""
"""NODE"",""-452.472056"",""4.649837"",""-2007.063316"",""0.179327"",""0.884787"",""0.43011"""
"""NODE"",""-452.357468"",""4.844954"",""-2007.509184"",""0.163867"",""0.886597"",""0.432543"""
"""NODE"",""-452.24168"",""5.041455"",""-2007.954134"",""0.149349"",""0.889224"",""0.432406"""
"""NODE"",""-452.125056"",""5.238111"",""-2008.398797"",""0.135876"",""0.892675"",""0.429732"""
"""NODE"",""-452.00789"",""5.433735"",""-2008.843772"",""0.123563"",""0.89694"",""0.424537"""
"""NODE"",""-451.89055"",""5.627044"",""-2009.289712"",""0.112559"",""0.902097"",""0.416596"""
"""NODE"",""-451.773513"",""5.816672"",""-2009.737307"",""0.103013"",""0.908154"",""0.405765"""
"""NODE"",""-451.657352"",""6.001267"",""-2010.187227"",""0.094881"",""0.914785"",""0.392639"""
"""NODE"",""-451.542413"",""6.179817"",""-2010.639891"",""0.08821"",""0.921724"",""0.377683"""
"""NODE"",""-451.428908"",""6.351299"",""-2011.095637"",""0.083128"",""0.928964"",""0.360716"""
"""NODE"",""-451.317091"",""6.5146"",""-2011.554791"",""0.079703"",""0.936343"",""0.34192"""
"""NODE"",""-451.207237"",""6.668833"",""-2012.017539"",""0.077947"",""0.943617"",""0.321732"""
"""NODE"",""-451.09957"",""6.813236"",""-2012.483956"",""0.077908"",""0.950619"",""0.300423"""
"""NODE"",""-450.994302"",""6.947209"",""-2012.954018"",""0.079592"",""0.957151"",""0.278435"""
"""NODE"",""-450.891636"",""7.070401"",""-2013.427592"",""0.082983"",""0.963028"",""0.256303"""
"""NODE"",""-450.791746"",""7.182653"",""-2013.904467"",""0.088124"",""0.968169"",""0.234273"""
"""NODE"",""-450.694732"",""7.284141"",""-2014.38434"",""0.094847"",""0.97233"",""0.213489"""
"""NODE"",""-450.600669"",""7.375536"",""-2014.866824"",""0.103118"",""0.975479"",""0.194441"""
"""NODE"",""-450.50964"",""7.457552"",""-2015.35157"",""0.11306"",""0.97772"",""0.176862"""
"""NODE"",""-450.421728"",""7.530694"",""-2015.838309"",""0.124775"",""0.9791"",""0.160609"""
"""NODE"",""-450.336784"",""7.595913"",""-2016.3267"",""0.137912"",""0.97942"",""0.147366"""
"""NODE"",""-450.254515"",""7.654696"",""-2016.816366"",""0.1525"",""0.978741"",""0.137149"""
"""NODE"",""-450.174525"",""7.708355"",""-2017.306998"",""0.168548"",""0.977118"",""0.129742"""
"""NODE"",""-450.096204"",""7.758136"",""-2017.798309"",""0.185875"",""0.974563"",""0.125211"""
"""NODE"",""-450.018889"",""7.805363"",""-2018.290032"",""0.204242"",""0.971066"",""0.123759"""
"""NODE"",""-449.941864"",""7.851467"",""-2018.781908"",""0.223381"",""0.966596"",""0.125674"""
"""NODE"",""-449.864264"",""7.897939"",""-2019.273658"",""0.243064"",""0.961121"",""0.131017"""
"""NODE"",""-449.785165"",""7.946277"",""-2019.764989"",""0.263057"",""0.954589"",""0.139859"""
"""NODE"",""-449.703664"",""7.997973"",""-2020.255584"",""0.283143"",""0.946929"",""0.152166"""
"""NODE"",""-449.61893"",""8.054475"",""-2020.745097"",""0.303155"",""0.938062"",""0.167742"""
"""NODE"",""-449.530176"",""8.117112"",""-2021.233148"",""0.32285"",""0.92789"",""0.186517"""
"""NODE"",""-449.436321"",""8.18715"",""-2021.719232"",""0.342011"",""0.916287"",""0.20844"""
"""NODE"",""-449.336372"",""8.265635"",""-2022.202802"",""0.360617"",""0.903204"",""0.232762"""
"""NODE"",""-449.229606"",""8.353293"",""-2022.683328"",""0.378639"",""0.888594"",""0.258906"""
"""NODE"",""-449.115404"",""8.450663"",""-2023.160257"",""0.395915"",""0.872397"",""0.286662"""
"""NODE"",""-448.993115"",""8.558258"",""-2023.632963"",""0.412168"",""0.854504"",""0.316133"""
"""NODE"",""-448.862025"",""8.676681"",""-2024.100695"",""0.42716"",""0.834855"",""0.347206"""
"""NODE"",""-448.721851"",""8.806186"",""-2024.562821"",""0.441382"",""0.813667"",""0.378323"""
"""NODE"",""-448.572294"",""8.946453"",""-2025.018822"",""0.45471"",""0.790962"",""0.409413"""
"""NODE"",""-448.412864"",""9.097224"",""-2025.468074"",""0.46683"",""0.766706"",""0.440717"""
"""NODE"",""-448.243013"",""9.258267"",""-2025.909878"",""0.477552"",""0.740917"",""0.472214"""
"""NODE"",""-448.062249"",""9.429268"",""-2026.343538"",""0.486885"",""0.713716"",""0.50354"""
"""NODE"",""-447.870292"",""9.609702"",""-2026.768477"",""0.495116"",""0.68538"",""0.533961"""
"""NODE"",""-447.667162"",""9.798773"",""-2027.18437"",""0.502458"",""0.656175"",""0.563002"""
"""NODE"",""-447.452868"",""9.995617"",""-2027.59095"",""0.508791"",""0.626202"",""0.590765"""
"""NODE"",""-447.227318"",""10.199356"",""-2027.987932"",""0.514018"",""0.595587"",""0.617302"""
"""NODE"",""-446.990417"",""10.409046"",""-2028.375084"",""0.518203"",""0.564549"",""0.642457"""
"""NODE"",""-446.742169"",""10.623619"",""-2028.752328"",""0.521598"",""0.533386"",""0.665909"""
"""NODE"",""-446.482624"",""10.841789"",""-2029.119777"",""0.524485"",""0.502425"",""0.687376"""
"""NODE"",""-446.212009"",""11.062157"",""-2029.47781"",""0.527207"",""0.472041"",""0.706562"""
"""NODE"",""-445.930732"",""11.283359"",""-2029.827005"",""0.529865"",""0.44245"",""0.72352"""
"""NODE"",""-445.63919"",""11.504143"",""-2030.167951"",""0.532253"",""0.413712"",""0.738613"""
"""NODE"",""-445.337693"",""11.72341"",""-2030.501131"",""0.534314"",""0.385942"",""0.752035"""
"""NODE"",""-445.026685"",""11.939961"",""-2030.827273"",""0.536735"",""0.359619"",""0.763276"""
"""NODE"",""-444.706642"",""12.152252"",""-2031.147419"",""0.539599"",""0.33503"",""0.772391"""
"""NODE"",""-444.377989"",""12.358768"",""-2031.462581"",""0.542721"",""0.312396"",""0.779655"""
"""NODE"",""-444.041168"",""12.55811"",""-2031.773711"",""0.545919"",""0.291947"",""0.785327"""
"""NODE"",""-443.69663"",""12.748984"",""-2032.081686"",""0.549045"",""0.273921"",""0.789631"""
"""NODE"",""-443.344853"",""12.930185"",""-2032.38731"",""0.552069"",""0.258642"",""0.792669"""
"""NODE"",""-442.986441"",""13.100479"",""-2032.691492"",""0.555411"",""0.246557"",""0.794184"""
"""NODE"",""-442.622079"",""13.258577"",""-2032.995184"",""0.559018"",""0.237969"",""0.794273"""
"""NODE"",""-442.252451"",""13.403252"",""-2033.2992"",""0.56279"",""0.233159"",""0.793035"""
"""NODE"",""-441.878237"",""13.533317"",""-2033.604201"",""0.566668"",""0.232428"",""0.790484"""
"""NODE"",""-441.500105"",""13.647585"",""-2033.910691"",""0.570638"",""0.236093"",""0.786532"""
"""NODE"",""-441.11877"",""13.744985"",""-2034.219027"",""0.574767"",""0.244382"",""0.780974"""
"""NODE"",""-440.735067"",""13.824956"",""-2034.529431"",""0.578879"",""0.257074"",""0.773829"""
"""NODE"",""-440.349675"",""13.887618"",""-2034.841716"",""0.582404"",""0.273777"",""0.765409"""
"""NODE"",""-439.963118"",""13.93323"",""-2035.155515"",""0.585537"",""0.294288"",""0.755341"""
"""NODE"",""-439.575888"",""13.961918"",""-2035.470483"",""0.588496"",""0.318392"",""0.743168"""
"""NODE"",""-439.188463"",""13.97376"",""-2035.786295"",""0.591424"",""0.34582"",""0.728441"""
"""NODE"",""-438.801319"",""13.968877"",""-2036.102637"",""0.594344"",""0.376236"",""0.710775"""
"""NODE"",""-438.414911"",""13.947543"",""-2036.4192"",""0.597178"",""0.409205"",""0.689877"""
"""NODE"",""-438.029584"",""13.910406"",""-2036.735624"",""0.599096"",""0.444305"",""0.666091"""
"""NODE"",""-437.645389"",""13.857951"",""-2037.051256"",""0.599995"",""0.480977"",""0.639271"""
"""NODE"",""-437.262306"",""13.790824"",""-2037.365461"",""0.599646"",""0.518791"",""0.609327"""
"""NODE"",""-436.880281"",""13.709718"",""-2037.67765"",""0.597924"",""0.557276"",""0.576134"""
"""NODE"",""-436.499236"",""13.615356"",""-2037.987305"",""0.594734"",""0.595944"",""0.539576"""
"""NODE"",""-436.119097"",""13.508468"",""-2038.293991"",""0.589968"",""0.634299"",""0.499603"""
"""NODE"",""-435.739773"",""13.389743"",""-2038.597314"",""0.583515"",""0.671821"",""0.456253"""
"""NODE"",""-435.361141"",""13.259936"",""-2038.896942"",""0.575166"",""0.708016"",""0.409752"""
"""NODE"",""-434.983066"",""13.119834"",""-2039.192612"",""0.56482"",""0.742405"",""0.360296"""
"""NODE"",""-434.605422"",""12.970221"",""-2039.484148"",""0.552439"",""0.774527"",""0.308089"""
"""NODE"",""-434.228104"",""12.811806"",""-2039.771425"",""0.538115"",""0.803909"",""0.253304"""
"""NODE"",""-433.851119"",""12.645314"",""-2040.054544"",""0.521594"",""0.830272"",""0.196436"""
"""NODE"",""-433.474457"",""12.471585"",""-2040.333719"",""0.502919"",""0.853243"",""0.138018"""
"""NODE"",""-433.098172"",""12.291394"",""-2040.609286"",""0.482159"",""0.872571"",""0.078378"""
"""NODE"",""-432.722376"",""12.105334"",""-2040.881601"",""0.459428"",""0.888035"",""0.017913"""
"""NODE"",""-432.347232"",""11.913931"",""-2041.151099"",""0.434746"",""0.899537"",""-0.042776"""
"""NODE"",""-431.972921"",""11.717728"",""-2041.418294"",""0.408096"",""0.907113"",""-0.102969"""
"""NODE"",""-431.599717"",""11.517274"",""-2041.68388"",""0.379535"",""0.91088"",""-0.162024"""
"""NODE"",""-431.228056"",""11.313142"",""-2041.948826"",""0.349014"",""0.911135"",""-0.219141"""
"""NODE"",""-430.85832"",""11.10591"",""-2042.214061"",""0.31662"",""0.908206"",""-0.273703"""
"""NODE"",""-430.49085"",""10.896065"",""-2042.480387"",""0.282603"",""0.902375"",""-0.325353"""
"""NODE"",""-430.12598"",""10.683952"",""-2042.748485"",""0.247298"",""0.893898"",""-0.373884"""
"""NODE"",""-429.764186"",""10.46981"",""-2043.019125"",""0.210774"",""0.883316"",""-0.41872"""
"""NODE"",""-429.406085"",""10.254057"",""-2043.293373"",""0.173034"",""0.871303"",""-0.459229"""
"""NODE"",""-429.052211"",""10.037106"",""-2043.572123"",""0.134398"",""0.85824"",""-0.49534"""
"""NODE"",""-428.703086"",""9.819296"",""-2043.85614"",""0.095189"",""0.844493"",""-0.527039"""
"""NODE"",""-428.359202"",""9.600923"",""-2044.146056"",""0.055732"",""0.830403"",""-0.554369"""
"""NODE"",""-428.021007"",""9.382256"",""-2044.442371"",""0.016359"",""0.816274"",""-0.577433"""
"""NODE"",""-427.688964"",""9.163544"",""-2044.74553"",""-0.022744"",""0.802531"",""-0.596177"""
"""NODE"",""-427.363619"",""8.945143"",""-2045.056082"",""-0.061424"",""0.789615"",""-0.61052"""
"""NODE"",""-427.045475"",""8.727446"",""-2045.374487"",""-0.099378"",""0.777731"",""-0.620691"""
"""NODE"",""-426.73502"",""8.510819"",""-2045.701104"",""-0.136324"",""0.767054"",""-0.626932"""
"""NODE"",""-426.432742"",""8.295617"",""-2046.036222"",""-0.172013"",""0.757754"",""-0.62946"""
"""NODE"",""-426.139138"",""8.082197"",""-2046.380075"",""-0.206232"",""0.749999"",""-0.628466"""
"""NODE"",""-425.854711"",""7.87094"",""-2046.73286"",""-0.238771"",""0.743916"",""-0.624161"""
"""NODE"",""-425.579981"",""7.662234"",""-2047.094731"",""-0.269434"",""0.739618"",""-0.616742"""
"""NODE"",""-425.315338"",""7.456438"",""-2047.465671"",""-0.297932"",""0.736988"",""-0.6067"""
"""NODE"",""-425.060928"",""7.254076"",""-2047.845549"",""-0.324365"",""0.736002"",""-0.594212"""
"""NODE"",""-424.816828"",""7.055761"",""-2048.234225"",""-0.348872"",""0.736558"",""-0.579457"""
"""NODE"",""-424.583137"",""6.862146"",""-2048.631571"",""-0.371593"",""0.738539"",""-0.562565"""
"""NODE"",""-424.359977"",""6.673919"",""-2049.037467"",""-0.392664"",""0.741811"",""-0.543627"""
"""NODE"",""-424.1475"",""6.491804"",""-2049.451799"",""-0.412221"",""0.746234"",""-0.522694"""
"""NODE"",""-423.945892"",""6.316568"",""-2049.874442"",""-0.430327"",""0.751585"",""-0.499938"""
"""NODE"",""-423.755243"",""6.148817"",""-2050.305129"",""-0.446863"",""0.757446"",""-0.476014"""
"""NODE"",""-423.575575"",""5.988944"",""-2050.743465"",""-0.461909"",""0.763634"",""-0.451114"""
"""NODE"",""-423.406956"",""5.837361"",""-2051.189077"",""-0.475632"",""0.770058"",""-0.425188"""
"""NODE"",""-423.249484"",""5.69452"",""-2051.641602"",""-0.488175"",""0.776597"",""-0.398223"""
"""NODE"",""-423.103272"",""5.560884"",""-2052.10067"",""-0.499655"",""0.783106"",""-0.370256"""
"""NODE"",""-422.968422"",""5.436911"",""-2052.565883"",""-0.510171"",""0.789421"",""-0.341378"""
"""NODE"",""-422.845001"",""5.323017"",""-2053.03681"",""-0.519825"",""0.79538"",""-0.311694"""
"""NODE"",""-422.733028"",""5.219567"",""-2053.512979"",""-0.528673"",""0.800782"",""-0.28152"""
"""NODE"",""-422.632516"",""5.12687"",""-2053.993899"",""-0.536873"",""0.805541"",""-0.250741"""
"""NODE"",""-422.543479"",""5.0452"",""-2054.479059"",""-0.544523"",""0.809499"",""-0.21956"""
"""NODE"",""-422.466045"",""4.974666"",""-2054.96794"",""-0.551628"",""0.812609"",""-0.188079"""
"""NODE"",""-422.400437"",""4.915257"",""-2055.46002"",""-0.558118"",""0.814896"",""-0.156362"""
"""NODE"",""-422.346862"",""4.866941"",""-2055.954766"",""-0.563931"",""0.816394"",""-0.124433"""
"""NODE"",""-422.305524"",""4.829683"",""-2056.451637"",""-0.569002"",""0.817142"",""-0.092282"""
"""NODE"",""-422.27663"",""4.803459"",""-2056.950087"",""-0.573268"",""0.817177"",""-0.059885"""
"""NODE"",""-422.260395"",""4.788258"",""-2057.449567"",""-0.576657"",""0.816533"",""-0.027203"""
"""NODE"",""-422.256951"",""4.784055"",""-2057.949515"",""-0.579111"",""0.81523"",""0.005552"""
"""NODE"",""-422.266394"",""4.790817"",""-2058.449358"",""-0.580563"",""0.813308"",""0.038442"""
"""NODE"",""-422.288843"",""4.808531"",""-2058.948514"",""-0.580948"",""0.810794"",""0.071501"""
"""NODE"",""-422.324425"",""4.837194"",""-2059.446396"",""-0.580196"",""0.807715"",""0.104732"""
"""NODE"",""-422.373261"",""4.876798"",""-2059.942401"",""-0.578239"",""0.804094"",""0.138105"""
"""NODE"",""-422.435461"",""4.927328"",""-2060.435915"",""-0.575011"",""0.799957"",""0.171555"""
"""NODE"",""-422.511106"",""4.988743"",""-2060.926301"",""-0.570457"",""0.795337"",""0.204982"""
"""NODE"",""-422.600245"",""5.060973"",""-2061.412931"",""-0.564507"",""0.790256"",""0.238384"""
"""NODE"",""-422.702894"",""5.144009"",""-2061.895156"",""-0.557074"",""0.784721"",""0.271811"""
"""NODE"",""-422.819062"",""5.237999"",""-2062.372279"",""-0.548058"",""0.778703"",""0.305375"""
"""NODE"",""-422.948659"",""5.343021"",""-2062.843603"",""-0.537457"",""0.772258"",""0.33876"""
"""NODE"",""-423.09153"",""5.459069"",""-2063.308457"",""-0.525257"",""0.765433"",""0.371776"""
"""NODE"",""-423.247485"",""5.58609"",""-2063.766187"",""-0.511433"",""0.758269"",""0.404308"""
"""NODE"",""-423.416318"",""5.724005"",""-2064.21613"",""-0.495943"",""0.750789"",""0.436298"""
"""NODE"",""-423.597826"",""5.872734"",""-2064.657608"",""-0.478718"",""0.742994"",""0.467749"""
"""NODE"",""-423.791833"",""6.032219"",""-2065.08992"",""-0.459659"",""0.734849"",""0.498708"""
"""NODE"",""-423.998203"",""6.202433"",""-2065.512307"",""-0.438733"",""0.726391"",""0.529027"""
"""NODE"",""-424.216758"",""6.383348"",""-2065.923977"",""-0.415796"",""0.717515"",""0.558825"""
"""NODE"",""-424.447134"",""6.574674"",""-2066.324337"",""-0.391297"",""0.708716"",""0.587033"""
"""NODE"",""-424.688857"",""6.776119"",""-2066.71287"",""-0.365112"",""0.699952"",""0.613808"""
"""NODE"",""-424.941461"",""6.987424"",""-2067.089051"",""-0.337205"",""0.691224"",""0.639142"""
"""NODE"",""-425.204443"",""7.208383"",""-2067.452354"",""-0.307569"",""0.6825"",""0.663019"""
"""NODE"",""-425.477287"",""7.438823"",""-2067.802242"",""-0.2762"",""0.673747"",""0.685404"""
"""NODE"",""-425.759472"",""7.67859"",""-2068.138174"",""-0.243101"",""0.664921"",""0.706245"""
"""NODE"",""-426.050462"",""7.927545"",""-2068.4596"",""-0.208279"",""0.655979"",""0.725474"""
"""NODE"",""-426.349685"",""8.185572"",""-2068.765966"",""-0.171722"",""0.646819"",""0.743059"""
"""NODE"",""-426.656641"",""8.452374"",""-2069.056763"",""-0.134068"",""0.638195"",""0.758111"""
"""NODE"",""-426.970702"",""8.727318"",""-2069.331972"",""-0.095514"",""0.630282"",""0.770469"""
"""NODE"",""-427.291279"",""9.009857"",""-2069.591536"",""-0.055954"",""0.622921"",""0.780281"""
"""NODE"",""-427.617837"",""9.299592"",""-2069.835234"",""-0.015279"",""0.615919"",""0.787662"""
"""NODE"",""-427.949866"",""9.596169"",""-2070.062765"",""0.026438"",""0.609281"",""0.792514"""
"""NODE"",""-428.286865"",""9.899184"",""-2070.273914"",""0.068871"",""0.603333"",""0.79451"""
"""NODE"",""-428.628312"",""10.208071"",""-2070.468791"",""0.111434"",""0.598781"",""0.793123"""
"""NODE"",""-428.973503"",""10.522345"",""-2070.647819"",""0.15443"",""0.595013"",""0.78874"""
"""NODE"",""-429.322156"",""10.841478"",""-2070.810832"",""0.19755"",""0.592411"",""0.78104"""
"""NODE"",""-429.674015"",""11.16473"",""-2070.958078"",""0.240181"",""0.591647"",""0.769588"""
"""NODE"",""-430.028715"",""11.4914"",""-2071.09019"",""0.282079"",""0.59287"",""0.754279"""
"""NODE"",""-430.385829"",""11.82096"",""-2071.207841"",""0.323291"",""0.595778"",""0.735208"""
"""NODE"",""-430.744927"",""12.153059"",""-2071.311484"",""0.363915"",""0.599943"",""0.712485"""
"""NODE"",""-431.105801"",""12.487257"",""-2071.40129"",""0.403452"",""0.605713"",""0.685812"""
"""NODE"",""-431.468427"",""12.822896"",""-2071.477673"",""0.441377"",""0.613434"",""0.654894"""
"""NODE"",""-431.83272"",""13.159417"",""-2071.541163"",""0.47745"",""0.622959"",""0.619649"""
"""NODE"",""-432.198588"",""13.496338"",""-2071.592281"",""0.511377"",""0.634125"",""0.579982"""
"""NODE"",""-432.565937"",""13.833236"",""-2071.631562"",""0.542811"",""0.646751"",""0.535788"""
"""NODE"",""-432.934678"",""14.169741"",""-2071.659578"",""0.571347"",""0.660634"",""0.486956"""
"""NODE"",""-433.304718"",""14.505535"",""-2071.677001"",""0.596623"",""0.675403"",""0.433442"""
"""NODE"",""-433.675886"",""14.840454"",""-2071.684423"",""0.618533"",""0.690283"",""0.3754"""
"""NODE"",""-434.04804"",""15.174352"",""-2071.682054"",""0.636571"",""0.704925"",""0.312823"""
"""NODE"",""-434.421084"",""15.507052"",""-2071.670145"",""0.650101"",""0.719029"",""0.245694"""
"""NODE"",""-434.794934"",""15.838395"",""-2071.649143"",""0.65855"",""0.732118"",""0.17411"""
"""NODE"",""-435.169487"",""16.168311"",""-2071.619815"",""0.661552"",""0.74342"",""0.098359"""
"""NODE"",""-435.544582"",""16.496908"",""-2071.583433"",""0.659077"",""0.751835"",""0.019017"""
"""NODE"",""-435.920046"",""16.824365"",""-2071.541051"",""0.650864"",""0.756553"",""-0.063273"""
"""NODE"",""-436.295771"",""17.150806"",""-2071.493455"",""0.636745"",""0.756774"",""-0.147812"""
"""NODE"",""-436.671688"",""17.476368"",""-2071.441554"",""0.616669"",""0.751725"",""-0.233727"""
"""NODE"",""-437.047811"",""17.801158"",""-2071.386394"",""0.59064"",""0.740733"",""-0.320092"""
"""NODE"",""-437.424286"",""18.12517"",""-2071.329102"",""0.558679"",""0.723248"",""-0.405944"""
"""NODE"",""-437.801462"",""18.448203"",""-2071.270898"",""0.520954"",""0.69877"",""-0.490233"""
"""NODE"",""-438.179822"",""18.769923"",""-2071.213109"",""0.478166"",""0.666724"",""-0.571696"""
"""NODE"",""-438.559845"",""19.089948"",""-2071.156852"",""0.430788"",""0.626874"",""-0.649193"""
"""NODE"",""-438.942202"",""19.407636"",""-2071.103221"",""0.379446"",""0.579105"",""-0.721566"""
"""NODE"",""-439.327738"",""19.722068"",""-2071.053317"",""0.325094"",""0.523398"",""-0.787635"""
"""NODE"",""-439.717417"",""20.032081"",""-2071.008204"",""0.269017"",""0.459883"",""-0.846249"""
"""NODE"",""-440.112231"",""20.336328"",""-2070.968875"",""0.212794"",""0.388909"",""-0.896364"""
"""NODE"",""-440.513095"",""20.63336"",""-2070.936214"",""0.158"",""0.311097"",""-0.937152"""
"""NODE"",""-440.920805"",""20.921652"",""-2070.910861"",""0.105851"",""0.227334"",""-0.968047"""
"""NODE"",""-441.336101"",""21.199494"",""-2070.893196"",""0.05748"",""0.138661"",""-0.98867"""
"""NODE"",""-441.759638"",""21.464998"",""-2070.88334"",""0.013963"",""0.046241"",""-0.998833"""
"""NODE"",""-442.191958"",""21.716122"",""-2070.881136"",""-0.023694"",""-0.048654"",""-0.998535"""
"""NODE"",""-442.633523"",""21.950549"",""-2070.886139"",""-0.05436"",""-0.144631"",""-0.987991"""
"""NODE"",""-443.08448"",""22.166095"",""-2070.897816"",""-0.076802"",""-0.2401"",""-0.967705"""
"""NODE"",""-443.544475"",""22.361145"",""-2070.915594"",""-0.090785"",""-0.333517"",""-0.938363"""
"""NODE"",""-444.012946"",""22.534212"",""-2070.938681"",""-0.096389"",""-0.423531"",""-0.900739"""
"""NODE"",""-444.489163"",""22.683911"",""-2070.966101"",""-0.093818"",""-0.50889"",""-0.855704"""
"""NODE"",""-444.972237"",""22.808976"",""-2070.996723"",""-0.08338"",""-0.588482"",""-0.8042"""
"""NODE"",""-445.461125"",""22.9083"",""-2071.029316"",""-0.065576"",""-0.661379"",""-0.74718"""
"""NODE"",""-445.95464"",""22.980958"",""-2071.062592"",""-0.040775"",""-0.726694"",""-0.68575"""
"""NODE"",""-446.451411"",""23.026541"",""-2071.095464"",""-0.010055"",""-0.783936"",""-0.62076"""
"""NODE"",""-446.950021"",""23.044865"",""-2071.126873"",""0.025777"",""-0.832708"",""-0.553112"""
"""NODE"",""-447.449037"",""23.035971"",""-2071.155814"",""0.06582"",""-0.872776"",""-0.483663"""
"""NODE"",""-447.947034"",""23.000063"",""-2071.181323"",""0.109208"",""-0.904053"",""-0.413233"""
"""NODE"",""-448.442595"",""22.937476"",""-2071.202462"",""0.155109"",""-0.926577"",""-0.342632"""
"""NODE"",""-448.934318"",""22.848635"",""-2071.218302"",""0.202861"",""-0.940485"",""-0.272645"""
"""NODE"",""-449.420871"",""22.734159"",""-2071.22813"",""0.251405"",""-0.946213"",""-0.203657"""
"""NODE"",""-449.900973"",""22.594723"",""-2071.231017"",""0.300231"",""-0.944053"",""-0.136472"""
"""NODE"",""-450.373364"",""22.431128"",""-2071.226145"",""0.348733"",""-0.934483"",""-0.071604"""
"""NODE"",""-450.836861"",""22.244235"",""-2071.212805"",""0.396395"",""-0.918031"",""-0.009515"""
"""NODE"",""-451.290358"",""22.034975"",""-2071.19042"",""0.442692"",""-0.895311"",""0.049417"""
"""NODE"",""-451.73281"",""21.8044"",""-2071.158536"",""0.4871"",""-0.867021"",""0.104921"""
"""NODE"",""-452.163298"",""21.55365"",""-2071.116762"",""0.529282"",""-0.833841"",""0.156748"""
"""NODE"",""-452.580956"",""21.283857"",""-2071.06455"",""0.569219"",""-0.796334"",""0.204551"""
"""NODE"",""-452.984911"",""20.996144"",""-2071.001378"",""0.606849"",""-0.75511"",""0.248079"""
"""NODE"",""-453.374341"",""20.69163"",""-2070.926833"",""0.642126"",""-0.710775"",""0.287182"""
"""NODE"",""-453.748483"",""20.37142"",""-2070.840593"",""0.675019"",""-0.663937"",""0.321772"""
"""NODE"",""-454.106594"",""20.036642"",""-2070.742457"",""0.705382"",""-0.615285"",""0.351939"""
"""NODE"",""-454.448052"",""19.688539"",""-2070.632119"",""0.733662"",""-0.56514"",""0.377303"""
"""NODE"",""-454.772227"",""19.328217"",""-2070.509513"",""0.759564"",""-0.514254"",""0.398252"""
"""NODE"",""-455.078566"",""18.956869"",""-2070.374562"",""0.783327"",""-0.462989"",""0.414778"""
"""NODE"",""-455.366499"",""18.575531"",""-2070.227516"",""0.80508"",""-0.411591"",""0.427129"""
"""NODE"",""-455.63543"",""18.185168"",""-2070.068636"",""0.825022"",""-0.360135"",""0.435479"""
"""NODE"",""-455.884652"",""17.786679"",""-2069.898189"",""0.843271"",""-0.308669"",""0.44002"""
